                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.2344,                0.90066,                 1.2385,                0.97361,                 0.9545,                0.98264,                0.67851,                 1.0753,                0.41915,                 1.1172,              0.0039412,              0.0039412,              0.0039412
                    155,                 1.2401,                0.91225,                 1.2476,                0.97406,                0.95416,                0.98181,                0.67837,                 1.0775,                 0.4196,                  1.117,              0.0039016,              0.0039016,              0.0039016
                    156,                 1.2384,                0.90412,                 1.2429,                0.97186,                0.95551,                0.98205,                0.67674,                 1.0797,                0.42118,                 1.1168,               0.003862,               0.003862,               0.003862
                    157,                 1.2215,                0.88377,                 1.2307,                0.97193,                0.95696,                0.98258,                0.67988,                 1.0788,                0.41997,                 1.1183,              0.0038224,              0.0038224,              0.0038224
                    158,                 1.2434,                 0.9006,                 1.2419,                0.97363,                 0.9583,                 0.9828,                0.67945,                 1.0793,                0.42033,                 1.1161,              0.0037828,              0.0037828,              0.0037828
                    159,                 1.2348,                0.89401,                 1.2363,                0.97157,                0.95854,                0.98275,                0.67967,                 1.0757,                0.42137,                 1.1151,              0.0037432,              0.0037432,              0.0037432
                    160,                 1.2335,                0.89973,                 1.2392,                0.97177,                0.95854,                0.98191,                0.67776,                 1.0755,                0.42304,                 1.1161,              0.0037036,              0.0037036,              0.0037036
                    161,                 1.2241,                0.88612,                 1.2318,                0.97061,                0.95989,                0.98122,                0.67869,                 1.0751,                0.42994,                 1.1136,               0.003664,               0.003664,               0.003664
                    162,                 1.2232,                0.88851,                 1.2281,                0.97224,                0.95627,                  0.981,                0.67799,                 1.0743,                 0.4257,                 1.1118,              0.0036244,              0.0036244,              0.0036244
                    163,                 1.2408,                0.90363,                  1.238,                0.97225,                0.95653,                0.98159,                0.67939,                 1.0756,                0.42794,                 1.1116,              0.0035848,              0.0035848,              0.0035848
                    164,                  1.242,                0.90531,                 1.2381,                0.97323,                0.95567,                0.98096,                0.67798,                  1.075,                0.42879,                 1.1113,              0.0035452,              0.0035452,              0.0035452
                    165,                 1.2287,                0.88741,                 1.2355,                0.97287,                0.95652,                0.98189,                0.67839,                 1.0786,                0.42678,                 1.1135,              0.0035056,              0.0035056,              0.0035056
                    166,                 1.2267,                 0.8909,                 1.2319,                0.97309,                0.95517,                0.98229,                0.67716,                 1.0805,                0.42409,                 1.1152,               0.003466,               0.003466,               0.003466
                    167,                 1.2173,                0.87964,                 1.2251,                0.97288,                 0.9553,                0.98128,                0.67778,                 1.0784,                0.42457,                 1.1138,              0.0034264,              0.0034264,              0.0034264
                    168,                 1.2226,                0.87922,                 1.2262,                0.97455,                0.95494,                0.98145,                0.67834,                 1.0748,                0.42295,                 1.1116,              0.0033868,              0.0033868,              0.0033868
                    169,                 1.2233,                0.88751,                 1.2291,                0.97425,                0.95416,                0.98167,                0.68023,                 1.0755,                0.42393,                 1.1111,              0.0033472,              0.0033472,              0.0033472
                    170,                 1.2181,                0.87658,                  1.224,                 0.9748,                0.95349,                0.98111,                0.67934,                 1.0764,                0.42513,                 1.1117,              0.0033076,              0.0033076,              0.0033076
                    171,                  1.217,                0.88069,                 1.2243,                0.97353,                0.95456,                0.98149,                0.67874,                  1.079,                0.42437,                 1.1118,               0.003268,               0.003268,               0.003268
                    172,                 1.2158,                0.87449,                 1.2219,                0.97388,                0.95514,                 0.9815,                0.67881,                 1.0791,                0.42291,                 1.1114,              0.0032284,              0.0032284,              0.0032284
                    173,                 1.2085,                 0.8794,                 1.2213,                0.97457,                 0.9559,                0.98198,                0.67967,                 1.0762,                0.42172,                   1.11,              0.0031888,              0.0031888,              0.0031888
                    174,                 1.2118,                0.88016,                  1.225,                0.97289,                0.95535,                0.98197,                0.68063,                 1.0734,                0.42057,                 1.1104,              0.0031492,              0.0031492,              0.0031492
                    175,                 1.2064,                0.87118,                 1.2196,                0.97292,                0.95677,                0.98172,                0.68064,                 1.0754,                0.41896,                 1.1106,              0.0031096,              0.0031096,              0.0031096
                    176,                 1.2144,                0.87075,                  1.224,                0.97065,                0.95844,                0.98198,                0.68122,                 1.0782,                 0.4196,                 1.1111,                0.00307,                0.00307,                0.00307
                    177,                 1.2022,                0.86539,                 1.2191,                0.97228,                0.95747,                0.98194,                0.68009,                   1.08,                 0.4197,                 1.1123,              0.0030304,              0.0030304,              0.0030304
                    178,                 1.2073,                0.87309,                 1.2171,                0.97341,                0.95686,                0.98202,                0.67946,                 1.0809,                 0.4216,                 1.1114,              0.0029908,              0.0029908,              0.0029908
                    179,                 1.2079,                0.87337,                 1.2198,                 0.9729,                0.95753,                0.98196,                0.68022,                 1.0804,                0.42161,                 1.1106,              0.0029512,              0.0029512,              0.0029512
                    180,                 1.2005,                0.85641,                 1.2147,                0.97306,                0.95753,                0.98128,                0.68101,                 1.0782,                0.42111,                 1.1095,              0.0029116,              0.0029116,              0.0029116
                    181,                 1.1912,                0.85527,                 1.2105,                0.97167,                0.95944,                 0.9813,                0.68202,                 1.0774,                0.42037,                 1.1083,               0.002872,               0.002872,               0.002872
                    182,                 1.2056,                0.86936,                 1.2229,                0.97234,                0.95985,                0.98106,                 0.6824,                  1.077,                0.42099,                 1.1078,              0.0028324,              0.0028324,              0.0028324
                    183,                 1.2037,                0.87187,                 1.2205,                0.97222,                0.95989,                0.98098,                0.68201,                 1.0767,                0.42057,                  1.108,              0.0027928,              0.0027928,              0.0027928
                    184,                 1.1992,                0.86617,                 1.2153,                0.97269,                0.96038,                0.98083,                0.68192,                 1.0761,                0.42085,                 1.1073,              0.0027532,              0.0027532,              0.0027532
                    185,                 1.1996,                0.85077,                  1.213,                0.97269,                0.96034,                0.98073,                0.68204,                 1.0768,                0.42007,                 1.1081,              0.0027136,              0.0027136,              0.0027136
                    186,                 1.2046,                0.87645,                 1.2199,                0.97211,                0.95989,                0.98081,                0.68154,                 1.0789,                 0.4199,                 1.1089,               0.002674,               0.002674,               0.002674
                    187,                 1.1922,                0.85664,                 1.2134,                0.97203,                0.96045,                0.98071,                0.68196,                 1.0785,                0.41813,                 1.1092,              0.0026344,              0.0026344,              0.0026344
                    188,                 1.1952,                0.84558,                 1.2099,                0.97243,                0.96057,                0.98108,                0.68156,                 1.0794,                 0.4174,                 1.1093,              0.0025948,              0.0025948,              0.0025948
                    189,                 1.2001,                0.85501,                  1.217,                0.97237,                0.96057,                0.98114,                0.68114,                 1.0806,                0.41803,                 1.1102,              0.0025552,              0.0025552,              0.0025552
                    190,                 1.2133,                 0.8715,                   1.22,                0.97193,                0.95922,                0.98097,                0.67964,                 1.0817,                 0.4188,                 1.1114,              0.0025156,              0.0025156,              0.0025156
                    191,                 1.1814,                0.84634,                 1.2095,                0.96903,                0.95961,                0.98101,                0.67904,                 1.0798,                0.41844,                 1.1117,               0.002476,               0.002476,               0.002476
                    192,                 1.1947,                0.85455,                 1.2149,                0.96967,                 0.9589,                0.98097,                0.67847,                 1.0799,                0.41835,                  1.112,              0.0024364,              0.0024364,              0.0024364
                    193,                 1.1921,                0.84386,                 1.2124,                0.96966,                0.95874,                0.98088,                0.67771,                 1.0808,                0.41946,                 1.1124,              0.0023968,              0.0023968,              0.0023968
                    194,                 1.1809,                0.83974,                 1.2006,                 0.9682,                0.95854,                0.98102,                0.67814,                 1.0815,                0.41935,                 1.1127,              0.0023572,              0.0023572,              0.0023572
                    195,                 1.1973,                0.85588,                 1.2126,                0.96735,                0.95857,                0.98102,                0.67759,                 1.0841,                0.42051,                 1.1133,              0.0023176,              0.0023176,              0.0023176
                    196,                 1.1852,                0.85213,                  1.207,                0.96898,                0.95888,                 0.9812,                0.67673,                  1.085,                0.42136,                  1.113,               0.002278,               0.002278,               0.002278
                    197,                 1.1829,                0.84567,                  1.201,                0.96921,                0.95922,                0.98133,                0.67704,                 1.0858,                0.42206,                 1.1126,              0.0022384,              0.0022384,              0.0022384
                    198,                 1.1871,                0.84148,                 1.2061,                0.97069,                0.95753,                0.98176,                 0.6754,                 1.0872,                0.42239,                 1.1125,              0.0021988,              0.0021988,              0.0021988
                    199,                 1.1653,                0.82897,                 1.1988,                0.97051,                0.95821,                0.98159,                0.67619,                 1.0867,                0.42311,                 1.1123,              0.0021592,              0.0021592,              0.0021592
                    200,                 1.1796,                0.84011,                 1.2038,                0.97033,                0.95821,                0.98184,                0.67681,                 1.0856,                0.42206,                 1.1112,              0.0021196,              0.0021196,              0.0021196
                    201,                 1.1747,                0.83084,                 1.1997,                 0.9692,                0.95888,                0.98179,                0.67605,                 1.0853,                 0.4216,                 1.1107,                0.00208,                0.00208,                0.00208
                    202,                 1.1763,                0.83532,                 1.1964,                0.96967,                0.95915,                0.98173,                0.67645,                 1.0862,                0.42247,                 1.1102,              0.0020404,              0.0020404,              0.0020404
                    203,                 1.1727,                0.83273,                 1.1955,                0.96953,                0.95922,                0.98208,                0.67682,                 1.0845,                0.42157,                 1.1088,              0.0020008,              0.0020008,              0.0020008
                    204,                 1.1784,                0.83494,                 1.1991,                0.96919,                0.95989,                0.98243,                 0.6772,                 1.0829,                0.42189,                  1.108,              0.0019612,              0.0019612,              0.0019612
                    205,                 1.1592,                0.82494,                 1.1921,                0.97055,                0.95753,                0.98241,                 0.6781,                 1.0813,                0.42159,                 1.1071,              0.0019216,              0.0019216,              0.0019216
                    206,                 1.1735,                 0.8277,                 1.1974,                0.97126,                0.95688,                0.98227,                0.67783,                 1.0808,                0.42063,                 1.1067,               0.001882,               0.001882,               0.001882
                    207,                 1.1656,                0.83195,                 1.1972,                0.96999,                 0.9586,                0.98256,                0.67874,                 1.0807,                0.42015,                 1.1067,              0.0018424,              0.0018424,              0.0018424
                    208,                 1.1631,                0.83163,                 1.1953,                0.97113,                0.95686,                0.98266,                0.67845,                 1.0806,                0.41979,                  1.107,              0.0018028,              0.0018028,              0.0018028
                    209,                 1.1676,                0.82228,                  1.196,                0.96927,                0.95956,                0.98256,                0.67864,                 1.0805,                0.41993,                 1.1069,              0.0017632,              0.0017632,              0.0017632
                    210,                 1.1617,                0.82856,                 1.1924,                0.96853,                0.95989,                0.98261,                0.67826,                 1.0804,                 0.4201,                 1.1068,              0.0017236,              0.0017236,              0.0017236
                    211,                 1.1593,                0.81362,                 1.1928,                0.97046,                0.95854,                0.98291,                0.67846,                 1.0808,                0.42015,                 1.1075,               0.001684,               0.001684,               0.001684
                    212,                 1.1555,                0.81677,                 1.1925,                0.97001,                0.95924,                0.98297,                0.67895,                 1.0809,                0.42044,                 1.1072,              0.0016444,              0.0016444,              0.0016444
                    213,                 1.1624,                0.82984,                 1.1884,                0.97032,                0.95922,                0.98331,                 0.6785,                 1.0821,                0.42053,                 1.1073,              0.0016048,              0.0016048,              0.0016048
                    214,                 1.1598,                 0.8224,                  1.195,                0.97169,                0.95821,                0.98337,                0.67856,                  1.082,                 0.4207,                 1.1066,              0.0015652,              0.0015652,              0.0015652
                    215,                 1.1594,                0.82127,                  1.194,                0.97051,                0.95888,                0.98337,                0.67852,                  1.082,                0.42039,                 1.1065,              0.0015256,              0.0015256,              0.0015256
                    216,                 1.1513,                0.81448,                 1.1874,                0.97032,                0.95857,                0.98315,                0.67869,                 1.0822,                0.42122,                 1.1069,               0.001486,               0.001486,               0.001486
                    217,                 1.1582,                0.81684,                  1.187,                 0.9703,                0.95888,                0.98319,                 0.6786,                 1.0818,                0.42116,                 1.1066,              0.0014464,              0.0014464,              0.0014464
                    218,                 1.1578,                0.81995,                 1.1948,                0.97009,                0.95922,                  0.983,                0.67907,                 1.0819,                0.42079,                 1.1068,              0.0014068,              0.0014068,              0.0014068
                    219,                 1.1654,                0.82489,                 1.1981,                0.97016,                0.95922,                0.98309,                0.67955,                 1.0823,                0.42066,                 1.1071,              0.0013672,              0.0013672,              0.0013672
                    220,                  1.162,                0.81745,                  1.189,                0.97022,                0.95922,                0.98346,                0.67976,                 1.0825,                0.42111,                 1.1072,              0.0013276,              0.0013276,              0.0013276
                    221,                 1.1467,                0.80617,                 1.1853,                 0.9704,                0.95922,                0.98315,                0.67941,                 1.0832,                0.42109,                 1.1071,               0.001288,               0.001288,               0.001288
                    222,                 1.1577,                0.81721,                 1.1921,                0.97122,                0.95922,                0.98315,                 0.6795,                 1.0838,                0.42013,                  1.107,              0.0012484,              0.0012484,              0.0012484
                    223,                 1.1561,                0.81053,                 1.1881,                0.97174,                0.95888,                0.98321,                0.67909,                 1.0843,                0.42029,                 1.1072,              0.0012088,              0.0012088,              0.0012088
                    224,                  1.149,                0.80851,                 1.1836,                0.97194,                0.95888,                0.98322,                0.67844,                 1.0848,                0.41982,                 1.1073,              0.0011692,              0.0011692,              0.0011692
                    225,                 1.1474,                0.80442,                 1.1828,                0.97231,                0.95879,                 0.9832,                0.67873,                  1.085,                0.41988,                 1.1071,              0.0011296,              0.0011296,              0.0011296
                    226,                 1.1318,                0.79483,                 1.1755,                0.97265,                0.95873,                0.98337,                0.67928,                 1.0845,                 0.4196,                 1.1068,                0.00109,                0.00109,                0.00109
                    227,                 1.1357,                0.80027,                   1.18,                0.97221,                0.95888,                0.98324,                0.67947,                 1.0843,                0.41946,                 1.1065,              0.0010504,              0.0010504,              0.0010504
                    228,                 1.1482,                 0.8114,                 1.1843,                 0.9712,                0.95888,                0.98337,                0.67948,                  1.084,                0.41953,                 1.1062,              0.0010108,              0.0010108,              0.0010108
                    229,                 1.1422,                0.79798,                 1.1773,                0.97138,                0.95888,                0.98328,                0.67927,                 1.0842,                 0.4201,                 1.1059,              0.0009712,              0.0009712,              0.0009712
                    230,                 1.1473,                0.80518,                 1.1875,                0.97165,                0.95883,                0.98339,                0.67948,                 1.0842,                0.42004,                  1.106,              0.0009316,              0.0009316,              0.0009316
                    231,                  1.142,                0.79797,                 1.1797,                 0.9712,                0.95888,                 0.9834,                0.67967,                 1.0837,                0.41964,                 1.1057,               0.000892,               0.000892,               0.000892
                    232,                 1.1505,                0.80905,                 1.1859,                 0.9712,                0.95888,                0.98344,                0.67902,                 1.0837,                0.41928,                 1.1055,              0.0008524,              0.0008524,              0.0008524
